season,game_id,event_id,rel_on_puck_mean_dist_ft,on_puck_frames
20252026,2025020196,157,-14.956702559015078,1
20252026,2025020030,644,-12.144900614066312,10
20252026,2025020423,293,-10.994109092746143,8
20252026,2025020204,918,-9.007470460606342,20
20252026,2025020572,863,-6.877200592275351,48
