player_name,season,rel_on_puck_mean_dist_ft,rel_off_puck_mean_dist_ft,goals_on_ice_count
Leon Draisaitl,20242025,-0.0003290410620711,2.808628708692259,45
Leon Draisaitl,20252026,1.050182119486836,0.8007345087382355,40
