player_id,name,team,xg_for,xg_against,toi_sec,xg_for_60,xg_against_60,rel_off_60,rel_def_60,map_path,games_played
8475795,Dylan McIlrath #52,WSH,1.4875071085786566,1.8913926276403155,2880.0,1.8593838857233207,2.364240784550394,-0.7319750783083638,-0.26316739823058644,static/players/20252026/WSH/8475795_relative.png,5
8477845,Trevor van Riemsdyk #57,WSH,13.11079147262426,11.584005440126731,16916.0,2.790189719877473,2.4652648134580413,0.1906106348411818,-0.137592700623955,static/players/20252026/WSH/8477845_relative.png,21
8480796,Martin Fehérváry #42,WSH,22.139573934241298,17.52409538502616,25220.0,3.160288111152604,2.5014569145953285,0.5498913432380492,-0.0882781145930811,static/players/20252026/WSH/8480796_relative.png,27
8479520,Brandon Duhaime #22,WSH,11.460809926211239,11.017412239509657,15854.0,2.6024294016879312,2.501746187853839,-0.0051423312920264586,-0.10193182162226888,static/players/20252026/WSH/8479520_relative.png,26
8482088,Justin Sourdif #34,WSH,16.610756464274594,11.84095460485299,20744.0,2.8826997334838285,2.0549284890797708,0.28291610148334945,-0.5365952869977004,static/players/20252026/WSH/8482088_relative.png,28
8479400,Pierre-Luc Dubois #80,WSH,4.500124919353945,2.9960438648500145,5227.0,3.099378172885824,2.0634700427511103,0.46090023971940886,-0.518527121586716,static/players/20252026/WSH/8479400_relative.png,7
8481580,Connor McMichael #24,WSH,18.808428512888277,17.69589078676452,21262.0,3.184570719894544,2.996200114399034,0.58850357514227,0.39978653942539033,static/players/20252026/WSH/8481580_relative.png,29
8482861,Vincent Iorio #22,WSH,1.3278415294587753,0.8073509366546324,1547.0,3.0899996807056183,1.8787739960935208,0.5125465104664952,-0.7007157408472549,static/players/20252026/WSH/8482861_relative.png,7
8471214,Alex Ovechkin #8,WSH,18.164195048948784,15.633673995661239,22233.0,2.9411731289621565,2.5314274449863023,0.3438492508629043,-0.06306954150424904,static/players/20252026/WSH/8471214_relative.png,30
8480313,Logan Thompson #48,WSH,19.492818347039737,15.97329272873499,23229.0,3.0209714602153794,2.4755199889554422,0.4258757501826924,-0.12194355136231261,static/players/20252026/WSH/8480313_relative.png,8
8479292,Charlie Lindgren #79,WSH,16.78576189496573,12.862594888207337,18026.0,3.3523101532162785,2.5688084765087327,0.7233078028360094,-0.022009305564092863,static/players/20252026/WSH/8479292_relative.png,7
8478911,Matt Roy #3,WSH,24.687563381614186,21.068605575021333,29839.0,2.978492180495696,2.5418740597901004,0.38672904466067015,-0.04272992680444743,static/players/20252026/WSH/8478911_relative.png,29
8475343,Nic Dowd #26,WSH,11.319879240350154,9.035653056474093,14761.0,2.7607591128826336,2.203668518617081,0.17126353720573206,-0.38355608815491404,static/players/20252026/WSH/8475343_relative.png,21
8476880,Tom Wilson #43,WSH,20.480643809306766,14.230039155948472,22963.0,3.210831237795774,2.230899314611092,0.6103859859043301,-0.35926788421994793,static/players/20252026/WSH/8476880_relative.png,29
8484186,Ryan Leonard #9,WSH,14.733417487009609,16.204883186627075,20045.0,2.6460615092658815,2.910330729451607,0.056919417800847416,0.30900187899459164,static/players/20252026/WSH/8484186_relative.png,29
8480990,Declan Chisholm #47,WSH,7.531406190616389,6.956998944536057,9977.0,2.717556608822191,2.510293294610585,0.12903353356435954,-0.09092453122517075,static/players/20252026/WSH/8480990_relative.png,12
8474590,John Carlson #74,WSH,22.770276963810435,17.86652644605578,26025.0,3.149778946002596,2.4714503441229896,0.5365995105139834,-0.11792131563469965,static/players/20252026/WSH/8474590_relative.png,27
8482148,Hendrix Lapierre #29,WSH,12.555362588143506,7.256376267494185,13026.0,3.46992978023312,2.005447149008066,0.8762536558862353,-0.5749273549112015,static/players/20252026/WSH/8482148_relative.png,22
8478440,Dylan Strome #17,WSH,17.033389080060232,14.341186607824504,20614.0,2.9746871392362877,2.50452468168081,0.37169751180601107,-0.08868346628840662,static/players/20252026/WSH/8478440_relative.png,25
8480873,Rasmus Sandin #38,WSH,15.911891063965227,15.504568716848478,22087.0,2.5935078476151046,2.5271176429870295,-0.0017008410345384917,-0.07701954370910924,static/players/20252026/WSH/8480873_relative.png,24
8479345,Jakob Chychrun #6,WSH,27.027223040204472,20.695431472574356,32046.0,3.036198057315612,2.324894005531663,0.44026267792449847,-0.2627054356967182,static/players/20252026/WSH/8479345_relative.png,29
8483573,Ethen Frank #53,WSH,7.454737357830451,6.215727363263541,9938.0,2.700448227831518,2.2516219065957688,0.10825536413291426,-0.33975820423514547,static/players/20252026/WSH/8483573_relative.png,18
8481656,Aliaksei Protas #21,WSH,20.179672369062878,16.47096246297505,24619.0,2.950843678810121,2.408524508172963,0.35561097308751677,-0.18531345796331555,static/players/20252026/WSH/8481656_relative.png,29
8477947,Sonny Milano #15,WSH,7.40188459883522,4.804346133471096,7870.0,3.385868431487521,2.1976678628330304,0.7978424109074007,-0.38962791781639483,static/players/20252026/WSH/8477947_relative.png,15
8478463,Anthony Beauvillier #72,WSH,19.30338493869166,16.536006658440115,23055.0,3.014191532391671,2.5820700052216186,0.41016320330013833,-0.0067169080607620835,static/players/20252026/WSH/8478463_relative.png,29
