team_xgs,other_xgs,team_goals,other_goals,team_attempts,other_attempts,team_seconds,other_seconds,team_xg_per60,other_xg_per60,n_games,game_ongoing,time_remaining,team
61.294800465950274,67.16744217092588,62,59,1342,1311,80782.0,80782.0,2.731564973353234,2.993275628423822,29,False,,ANA
56.08508714218574,70.31202363760522,55,59,1296,1442,85768.0,85768.0,2.354098424958827,2.9512555393081197,31,False,,BOS
61.61324336717181,56.483225582506826,62,67,1257,1261,80851.0,80851.0,2.743412896832674,2.514991924614718,29,False,,BUF
68.07946123937673,46.40392496667666,60,48,1462,964,77018.0,77018.0,3.1821919611228053,2.1690271089879767,27,False,,CAR
63.973698081667685,60.791086125541135,57,60,1350,1293,83108.0,83108.0,2.7711569655629265,2.6332953512531656,28,False,,CBJ
63.55990426934568,58.18802498211525,52,62,1379,1238,83477.0,83477.0,2.7410622730769485,2.5093964796963824,31,False,,CGY
50.05229706123065,61.95374674143439,58,59,1096,1257,80049.0,80049.0,2.250974645784836,2.7862120484848503,29,False,,CHI
69.98879536311094,56.39856332636126,75,43,1458,1220,79497.0,79497.0,3.1694235418594334,2.5539935843478436,29,False,,COL
49.13759928816857,52.38798700175449,58,44,944,1160,76968.0,76968.0,2.298297440980756,2.450326800830425,28,False,,DAL
66.49869938056227,63.610607903611594,53,67,1430,1253,84602.0,84602.0,2.8296649933810567,2.7067703890333767,30,False,,DET
62.63867127977977,64.95946647480518,56,67,1319,1273,88384.0,88384.0,2.5513578997013844,2.645887030563209,30,False,,EDM
57.29073748496802,50.23534198817912,49,53,1208,1109,74586.0,74586.0,2.7652194104240055,2.4246806526351437,28,False,,FLA
60.54001077783826,54.534730502856746,45,47,1322,1175,82367.0,82367.0,2.646011616305289,2.3835398862443005,29,False,,LAK
57.80512300316836,67.51320006734565,43,48,1219,1424,83961.0,83961.0,2.478513152670956,2.894766858927887,29,False,,MIN
48.451339873541215,56.13781848355972,53,61,1014,1147,74054.0,74054.0,2.355373424052021,2.729037547476368,27,False,,MTL
57.711467395421295,62.117425321218285,51,61,1270,1260,82603.0,82603.0,2.5151784151122434,2.707198662958801,28,False,,NJD
59.02460675404956,50.057187179130366,45,61,1215,1045,77374.0,77374.0,2.7462530606480007,2.3290236235023305,28,False,,NSH
56.837181966181845,65.97275276945653,55,52,1214,1254,82918.0,82918.0,2.467665103816477,2.8642985837820922,29,False,,NYI
66.87948062390655,59.05744096644086,51,46,1392,1364,91548.0,91548.0,2.629944184974697,2.3223531642328297,31,False,,NYR
60.98379423604689,55.04918155562551,61,64,1258,1151,84158.0,84158.0,2.6086843704670835,2.354821331308394,29,False,,OTT
51.699783102656625,55.00360730340761,54,54,1052,1131,80610.0,80610.0,2.3088849915589114,2.4564320343911104,28,False,,PHI
61.78473473564033,64.23600652797248,51,53,1208,1264,81101.0,81101.0,2.742568464609625,2.8513782012638678,28,False,,PIT
44.25841369749935,53.81368060132975,38,40,998,1164,73641.0,73641.0,2.163608442457295,2.6307254133537987,26,False,,SEA
54.17857913705055,65.842535466864,55,68,1072,1382,84486.0,84486.0,2.3085823082331034,2.805590602948541,31,False,,SJS
64.06449722820562,60.28838429149148,60,64,1228,1296,87987.0,87987.0,2.621207564998696,2.4667073936987207,30,False,,STL
59.343921251923845,51.383117120583435,58,48,1167,1118,76907.0,76907.0,2.777876090692991,2.4052325748514485,29,False,,TBL
56.017669615047886,65.21642156816745,73,66,1133,1402,82133.0,82133.0,2.455329899238703,2.8585235854699427,29,False,,TOR
64.60234659804593,59.353372634094455,67,63,1300,1153,86449.0,86449.0,2.690238727492109,2.4716554440507124,30,False,,UTA
54.51198738859877,67.69584769631832,53,58,1143,1342,81260.0,81260.0,2.4150031331399897,2.999077672984814,29,False,,VAN
61.847849506276155,53.88775865737909,54,51,1305,1188,80559.0,80559.0,2.7638408895665805,2.408122384420918,28,False,,VGK
51.248714375923036,57.124425296784054,52,54,1034,1185,73747.0,73747.0,2.5017339248148796,2.7885599559090215,27,False,,WPG
69.28879038230734,58.11695116130471,72,41,1385,1244,84917.0,84917.0,2.937452399122748,2.463829671098802,30,False,,WSH
1891.2932860728474,1891.2932860728474,1788,1788,39470,39470,2607870.0,2607870.0,2.610811056479905,2.610811056479905,924,,,League
