event,x,y,game_state,is_net_empty,period,period_time,player_id,team_id,home_id,away_id,home_abb,away_abb,home_team_defending_side,game_id,synthetic,predicted_penalty_duration_seconds,predicted_penalty_end_total_seconds,periodTime_seconds_elapsed,total_time_elapsed_seconds,distance,angle_deg,xgs,x_a,y_a
missed-shot,48.0,-33.0,5v5,0,3,12:51,8483495.0,1,4,1,PHI,NJD,right,2025020339,,,,429,2829,52.630789467763066,51.170175095029606,0.021499235475192124,48.0,-33.0
shot-on-goal,66.0,22.0,5v5,0,3,12:35,8482684.0,1,4,1,PHI,NJD,right,2025020339,,,,445,2845,31.827660925679098,133.7269699799433,0.0510913644420771,66.0,22.0
hit,-38.0,-38.0,5v5,0,3,12:26,,1,4,1,PHI,NJD,right,2025020339,,,,454,2854,132.5631924781536,73.34215444342134,,-38.0,-38.0
missed-shot,69.0,16.0,5v5,0,3,11:59,8482110.0,1,4,1,PHI,NJD,right,2025020339,,,,481,2881,25.612496949731394,128.6598082540901,0.0427099434393018,69.0,16.0
shot-on-goal,-73.0,-6.0,5v5,0,3,11:28,8479022.0,4,4,1,PHI,NJD,right,2025020339,,,,512,2912,17.08800749063506,110.55604521958347,0.043207632127039514,-73.0,-6.0
giveaway,-6.0,-41.0,5v5,0,3,11:14,8475235.0,4,4,1,PHI,NJD,right,2025020339,,,,526,2926,92.57429448826494,116.28826212490024,,-6.0,-41.0
hit,98.0,15.0,5v5,0,3,11:00,,1,4,1,PHI,NJD,right,2025020339,,,,540,2940,17.4928556845359,210.96375653207352,,98.0,15.0
faceoff,69.0,22.0,5v5,0,3,10:53,,1,4,1,PHI,NJD,right,2025020339,,,,547,2947,29.732137494637012,137.72631099390625,,69.0,22.0
missed-shot,39.0,-6.0,5v5,0,3,10:48,8483495.0,1,4,1,PHI,NJD,right,2025020339,,,,552,2952,50.35871324805669,83.15722658736907,0.02814028164042589,39.0,-6.0
missed-shot,82.0,5.0,5v5,0,3,10:44,8480002.0,1,4,1,PHI,NJD,right,2025020339,,,,556,2956,8.602325267042627,125.53767779197437,0.1142964015932754,82.0,5.0
shot-on-goal,81.0,7.0,5v5,0,3,10:31,8479407.0,1,4,1,PHI,NJD,right,2025020339,,,,569,2969,10.63014581273465,131.18592516570965,0.08483845528992028,81.0,7.0
faceoff,69.0,-22.0,5v5,0,3,10:22,,1,4,1,PHI,NJD,right,2025020339,,,,578,2978,29.732137494637012,42.27368900609374,,69.0,-22.0
shot-on-goal,67.0,31.0,5v5,0,3,10:20,8478399.0,1,4,1,PHI,NJD,right,2025020339,,,,580,2980,38.01315561749642,144.63753811293097,0.02377534269647771,67.0,31.0
faceoff,69.0,22.0,5v5,0,3,10:18,,4,4,1,PHI,NJD,right,2025020339,,,,582,2982,159.52429282087414,82.0730733173104,,69.0,22.0
hit,36.0,-41.0,5v5,0,3,09:56,,4,4,1,PHI,NJD,right,2025020339,,,,604,3004,131.55227098001768,108.15949046678678,,36.0,-41.0
shot-on-goal,-54.0,-22.0,5v5,0,3,09:31,8477903.0,4,4,1,PHI,NJD,right,2025020339,,,,629,3029,41.340053217188775,122.15229514128235,0.01694668312412602,-54.0,-22.0
penalty,-93.0,-25.0,5v5,0,3,09:22,,1,4,1,PHI,NJD,right,2025020339,,,,638,3038,183.7090090333079,82.17864789562506,,-93.0,-25.0
faceoff,-69.0,-22.0,5v5,0,3,07:20,,4,4,1,PHI,NJD,right,2025020339,,,,760,3160,29.732137494637012,137.72631099390625,,-69.0,-22.0
missed-shot,-80.0,0.0,5v5,0,3,07:18,8479022.0,4,4,1,PHI,NJD,right,2025020339,,,,762,3162,9.0,90.0,0.15222051568568057,-80.0,0.0
hit,21.0,-40.0,5v5,0,3,06:23,,1,4,1,PHI,NJD,right,2025020339,,,,817,3217,78.89233169326408,59.53445508054013,,21.0,-40.0
blocked-shot,59.0,-31.0,5v5,0,3,06:06,8476462.0,1,4,1,PHI,NJD,right,2025020339,,,,834,3234,43.139309220245984,44.060809054264425,0.005487658515400365,59.0,-31.0
missed-shot,47.0,-7.0,5v5,0,3,05:59,8482110.0,1,4,1,PHI,NJD,right,2025020339,,,,841,3241,42.579337712087536,80.53767779197439,0.023927949002413497,47.0,-7.0
missed-shot,33.0,-15.0,5v5,0,3,05:56,8476462.0,1,4,1,PHI,NJD,right,2025020339,,,,844,3244,57.97413216254298,75.00492087082402,0.02143817330729217,33.0,-15.0
blocked-shot,84.0,2.0,5v5,0,3,05:52,8482110.0,1,4,1,PHI,NJD,right,2025020339,,,,848,3248,5.385164807134504,111.80140948635182,0.17035990627653758,84.0,2.0
giveaway,66.0,40.0,5v5,0,3,05:49,8482159.0,4,4,1,PHI,NJD,right,2025020339,,,,851,3251,160.0781059358212,75.52970589993411,,66.0,40.0
shot-on-goal,63.0,-22.0,5v5,0,3,05:45,8476462.0,1,4,1,PHI,NJD,right,2025020339,,,,855,3255,34.058772731852805,49.76364169072618,0.011324244110493778,63.0,-22.0
shot-on-goal,80.0,23.0,5v5,0,3,05:30,8479407.0,1,4,1,PHI,NJD,right,2025020339,,,,870,3270,24.698178070456937,158.6293777306568,0.011326240288242757,80.0,23.0
hit,52.0,-37.0,5v5,0,3,05:19,,4,4,1,PHI,NJD,right,2025020339,,,,881,3281,145.7737973711325,104.70355182376157,,52.0,-37.0
giveaway,8.0,-1.0,5v5,0,3,05:06,8483495.0,1,4,1,PHI,NJD,right,2025020339,,,,894,3294,81.00617260431454,89.29268063145574,,8.0,-1.0
faceoff,69.0,22.0,5v5,0,3,05:03,,4,4,1,PHI,NJD,right,2025020339,,,,897,3297,159.52429282087414,82.0730733173104,,69.0,22.0
takeaway,54.0,-39.0,5v5,0,3,04:53,8481032.0,1,4,1,PHI,NJD,right,2025020339,,,,907,3307,52.40229002629561,41.90594194108289,,54.0,-39.0
goal,-67.0,-2.0,5v5,0,3,04:39,,4,4,1,PHI,NJD,right,2025020339,,,,921,3321,22.090722034374522,95.1944289077348,0.06997400031617505,-67.0,-2.0
faceoff,0.0,0.0,5v5,0,3,04:39,,4,4,1,PHI,NJD,right,2025020339,,,,921,3321,89.0,90.0,,0.0,0.0
shot-on-goal,-43.0,-11.0,5v5,0,3,04:27,8481546.0,4,4,1,PHI,NJD,right,2025020339,,,,933,3333,47.29693436154187,103.44861505168652,0.013281805624630893,-43.0,-11.0
faceoff,20.0,-22.0,5v5,0,3,03:50,,4,4,1,PHI,NJD,right,2025020339,,,,970,3370,111.19802156513397,101.41098312676539,,20.0,-22.0
hit,-33.0,39.0,5v5,0,3,03:16,,1,4,1,PHI,NJD,right,2025020339,,,,1004,3404,128.08200498118384,107.72762945437776,,-33.0,39.0
hit,87.0,33.0,5v5,0,3,02:58,,1,4,1,PHI,NJD,right,2025020339,,,,1022,3422,33.06055050963308,176.53177074108288,,87.0,33.0
hit,-16.0,-41.0,5v5,0,3,02:33,,1,4,1,PHI,NJD,right,2025020339,,,,1047,3447,112.72089424769483,68.67053848472045,,-16.0,-41.0
shot-on-goal,-68.0,-17.0,5v5,0,3,02:16,8476461.0,4,4,1,PHI,NJD,right,2025020339,,,,1064,3464,27.018512172212592,128.99099404250546,0.0464451248082225,-68.0,-17.0
missed-shot,63.0,16.0,5v5,0,3,02:08,8481032.0,1,4,1,PHI,NJD,right,2025020339,,,,1072,3472,30.528675044947494,121.60750224624891,0.03358667287076398,63.0,16.0
penalty,24.0,40.0,5v5,0,3,02:00,,1,4,1,PHI,NJD,right,2025020339,,,,1080,3480,76.32168761236873,121.60750224624891,,24.0,40.0
