event,x,y,game_state,is_net_empty,period,period_time,player_id,team_id,home_id,away_id,home_abb,away_abb,home_team_defending_side,game_id,synthetic,predicted_penalty_duration_seconds,predicted_penalty_end_total_seconds,periodTime_seconds_elapsed,total_time_elapsed_seconds,distance,angle_deg,xgs,x_a,y_a
goal,-81.0,5.0,5v5,0,1,14:39,,13,13,4,FLA,PHI,right,2025020363,,,,321,321,9.433981132056603,57.9946167919165,0.06577108636043215,-81.0,5.0
faceoff,0.0,0.0,5v5,0,1,14:39,,13,13,4,FLA,PHI,right,2025020363,,,,321,321,89.0,90.0,,0.0,0.0
faceoff,-20.0,22.0,5v5,0,1,14:15,,4,13,4,FLA,PHI,right,2025020363,,,,345,345,111.19802156513397,101.41098312676539,,-20.0,22.0
shot-on-goal,58.0,-10.0,5v5,0,1,13:50,8481533.0,4,13,4,FLA,PHI,right,2025020363,,,,370,370,32.57299494980466,72.12130340415867,0.06366666666666666,58.0,-10.0
hit,81.0,39.0,5v5,0,1,13:46,,13,13,4,FLA,PHI,right,2025020363,,,,374,374,174.4161689752415,77.07924966416844,,81.0,39.0
hit,1.0,-39.0,5v5,0,1,13:28,,13,13,4,FLA,PHI,right,2025020363,,,,392,392,98.08669634563088,113.4286928087454,,1.0,-39.0
hit,95.0,-24.0,5v5,0,1,13:24,,4,13,4,FLA,PHI,right,2025020363,,,,396,396,24.73863375370596,345.96375653207355,,95.0,-24.0
hit,-15.0,-39.0,5v5,0,1,13:14,,13,13,4,FLA,PHI,right,2025020363,,,,406,406,83.64807230295268,117.7904424794521,,-15.0,-39.0
hit,27.0,-40.0,5v5,0,1,13:07,,13,13,4,FLA,PHI,right,2025020363,,,,413,413,122.70289320142373,109.02560603756869,,27.0,-40.0
hit,96.0,-22.0,5v5,0,1,13:04,,4,13,4,FLA,PHI,right,2025020363,,,,416,416,23.08679276123039,342.34987578006985,,96.0,-22.0
faceoff,-69.0,-22.0,5v5,0,1,12:45,,13,13,4,FLA,PHI,right,2025020363,,,,435,435,29.732137494637012,137.72631099390625,,-69.0,-22.0
blocked-shot,-59.0,-14.0,5v5,0,1,12:44,8477933.0,13,13,4,FLA,PHI,right,2025020363,,,,436,436,33.1058907144937,115.01689347810004,0.0,-59.0,-14.0
hit,1.0,5.0,5v5,0,1,12:29,,13,13,4,FLA,PHI,right,2025020363,,,,451,451,90.13878188659973,86.82016988013577,,1.0,5.0
penalty,48.0,42.0,5v5,0,1,12:17,,4,13,4,FLA,PHI,right,2025020363,,,,463,463,58.69412236331676,135.6902771978651,,48.0,42.0
penalty_end,,,5v5,0,1,07:21,,4,13,4,FLA,PHI,right,2025020363,True,120.0,441.0,441,441,,,,,
faceoff,-20.0,-22.0,5v5,0,1,09:13,,13,13,4,FLA,PHI,right,2025020363,,,,647,647,72.42237223399962,107.68439202655776,,-20.0,-22.0
hit,-98.0,16.0,5v5,0,1,09:02,,13,13,4,FLA,PHI,right,2025020363,,,,658,658,18.35755975068582,330.6422464572087,,-98.0,16.0
missed-shot,-79.0,1.0,5v5,0,1,08:59,8478542.0,13,13,4,FLA,PHI,right,2025020363,,,,661,661,10.04987562112089,84.28940686250037,0.26302419597667265,-79.0,1.0
shot-on-goal,-50.0,31.0,5v5,0,1,08:50,8478055.0,13,13,4,FLA,PHI,right,2025020363,,,,670,670,49.8196748283246,51.519801751656985,0.04,-50.0,31.0
shot-on-goal,-57.0,-20.0,5v5,0,1,08:47,8477932.0,13,13,4,FLA,PHI,right,2025020363,,,,673,673,37.73592452822641,122.0053832080835,0.03955952380952381,-57.0,-20.0
giveaway,39.0,-39.0,5v5,0,1,08:32,8477932.0,13,13,4,FLA,PHI,right,2025020363,,,,688,688,133.80956617521784,106.94532337737914,,39.0,-39.0
shot-on-goal,-38.0,-36.0,5v5,0,1,07:44,8484304.0,13,13,4,FLA,PHI,right,2025020363,,,,736,736,62.42595614005443,125.21759296819272,0.0,-38.0,-36.0
shot-on-goal,-83.0,4.0,5v5,0,1,07:39,8477409.0,13,13,4,FLA,PHI,right,2025020363,,,,741,741,7.211102550927978,56.309932474020215,0.003,-83.0,4.0
blocked-shot,-80.0,3.0,5v5,0,1,07:38,8477935.0,13,13,4,FLA,PHI,right,2025020363,,,,742,742,9.486832980505138,71.56505117707799,0.19829613818196237,-80.0,3.0
faceoff,69.0,22.0,5v5,0,1,07:18,,13,13,4,FLA,PHI,right,2025020363,,,,762,762,159.52429282087414,82.0730733173104,,69.0,22.0
hit,-18.0,-40.0,5v5,0,1,07:11,,4,13,4,FLA,PHI,right,2025020363,,,,769,769,114.23221962301179,69.50265945199817,,-18.0,-40.0
hit,-95.0,-26.0,5v5,0,1,07:08,,13,13,4,FLA,PHI,right,2025020363,,,,772,772,26.68332812825267,192.9946167919165,,-95.0,-26.0
giveaway,-93.0,-28.0,5v5,0,1,07:07,8477989.0,4,13,4,FLA,PHI,right,2025020363,,,,773,773,184.14125013152267,81.2538377374448,,-93.0,-28.0
shot-on-goal,-56.0,-21.0,5v5,0,1,07:05,8473419.0,13,13,4,FLA,PHI,right,2025020363,,,,775,775,39.11521443121589,122.47119229084849,0.0,-56.0,-21.0
faceoff,-69.0,-22.0,5v5,0,1,07:04,,13,13,4,FLA,PHI,right,2025020363,,,,776,776,29.732137494637012,137.72631099390625,,-69.0,-22.0
giveaway,64.0,41.0,5v5,0,1,06:54,8482713.0,13,13,4,FLA,PHI,right,2025020363,,,,786,786,158.39823231336896,74.99868153952852,,64.0,41.0
shot-on-goal,25.0,0.0,5v5,0,1,06:54,8477948.0,4,13,4,FLA,PHI,right,2025020363,,,,786,786,64.0,90.0,0.005,25.0,0.0
shot-on-goal,-60.0,4.0,5v5,0,1,06:07,8479393.0,13,13,4,FLA,PHI,right,2025020363,,,,833,833,29.274562336608895,82.14668669802178,0.31029166666666663,-60.0,4.0
giveaway,-66.0,-42.0,5v5,0,1,06:02,8479393.0,13,13,4,FLA,PHI,right,2025020363,,,,838,838,47.885279575251516,151.29404745659892,,-66.0,-42.0
hit,-88.0,-34.0,5v5,0,1,05:42,,13,13,4,FLA,PHI,right,2025020363,,,,858,858,34.0147027033899,178.31531568210372,,-88.0,-34.0
missed-shot,-71.0,5.0,5v5,0,1,05:33,8478542.0,13,13,4,FLA,PHI,right,2025020363,,,,867,867,18.681541692269406,74.47588900324574,0.136536519036519,-71.0,5.0
faceoff,-69.0,-22.0,5v5,0,1,05:19,,13,13,4,FLA,PHI,right,2025020363,,,,881,881,29.732137494637012,137.72631099390625,,-69.0,-22.0
missed-shot,-49.0,-40.0,5v5,0,1,05:16,8473419.0,13,13,4,FLA,PHI,right,2025020363,,,,884,884,56.568542494923804,135.0,0.005,-49.0,-40.0
giveaway,-81.0,39.0,5v5,0,1,05:09,8478454.0,4,13,4,FLA,PHI,right,2025020363,,,,891,891,174.4161689752415,102.92075033583157,,-81.0,39.0
missed-shot,-85.0,15.0,5v5,0,1,05:04,8482713.0,13,13,4,FLA,PHI,right,2025020363,,,,896,896,15.524174696260024,14.931417178137554,0.0,-85.0,15.0
shot-on-goal,78.0,-9.0,5v5,0,1,04:56,8481533.0,4,13,4,FLA,PHI,right,2025020363,,,,904,904,14.212670403551895,50.71059313749964,0.013799679487179488,78.0,-9.0
penalty,79.0,-39.0,5v5,0,1,04:35,,13,13,4,FLA,PHI,right,2025020363,,,,925,925,172.46738822165773,103.06931789628217,,79.0,-39.0
takeaway,-84.0,27.0,5v5,0,1,02:20,8482713.0,13,13,4,FLA,PHI,right,2025020363,,,,1060,1060,27.459060435491963,10.491477012331599,,-84.0,27.0
hit,-76.0,-40.0,5v5,0,1,02:15,,4,13,4,FLA,PHI,right,2025020363,,,,1065,1065,169.77926846349644,76.37300514010846,,-76.0,-40.0
hit,-16.0,-40.0,5v5,0,1,02:10,,4,13,4,FLA,PHI,right,2025020363,,,,1070,1070,112.36102527122117,69.14554196042165,,-16.0,-40.0
shot-on-goal,-31.0,36.0,5v5,0,1,02:06,8473507.0,13,13,4,FLA,PHI,right,2025020363,,,,1074,1074,68.26419266350405,58.172553423326896,0.0038095238095238095,-31.0,36.0
faceoff,-69.0,22.0,5v5,0,1,02:04,,13,13,4,FLA,PHI,right,2025020363,,,,1076,1076,29.732137494637012,42.27368900609374,,-69.0,22.0
missed-shot,-82.0,-7.0,5v5,0,1,02:01,8479316.0,13,13,4,FLA,PHI,right,2025020363,,,,1079,1079,9.899494936611665,135.0,0.0,-82.0,-7.0
missed-shot,-42.0,-5.0,5v5,0,1,01:53,8483433.0,13,13,4,FLA,PHI,right,2025020363,,,,1087,1087,47.265209192385896,96.07245640720771,0.03125,-42.0,-5.0
faceoff,-69.0,-22.0,5v5,0,1,01:42,,4,13,4,FLA,PHI,right,2025020363,,,,1098,1098,159.52429282087414,82.0730733173104,,-69.0,-22.0
hit,11.0,-41.0,5v5,0,1,01:16,,13,13,4,FLA,PHI,right,2025020363,,,,1124,1124,108.07867504739313,112.29362915969408,,11.0,-41.0
giveaway,-2.0,-34.0,5v5,0,1,01:06,8477935.0,13,13,4,FLA,PHI,right,2025020363,,,,1134,1134,93.40770846134703,111.34578664908977,,-2.0,-34.0
hit,-91.0,-32.0,5v5,0,1,00:32,,13,13,4,FLA,PHI,right,2025020363,,,,1168,1168,32.0624390837628,183.57633437499734,,-91.0,-32.0
missed-shot,71.0,6.0,5v5,0,1,00:27,8481533.0,4,13,4,FLA,PHI,right,2025020363,,,,1173,1173,18.973665961010276,108.43494882292202,0.1519587357087356,71.0,6.0
giveaway,-91.0,12.0,5v5,0,1,00:13,8481533.0,4,13,4,FLA,PHI,right,2025020363,,,,1187,1187,180.3995565404749,93.81407483429037,,-91.0,12.0
faceoff,0.0,0.0,5v5,0,2,20:00,,4,13,4,FLA,PHI,left,2025020363,,,,0,1200,89.0,90.0,,-0.0,-0.0
hit,-18.0,-41.0,5v5,0,2,19:36,,4,13,4,FLA,PHI,left,2025020363,,,,24,1224,81.98780397107853,120.00492087082402,,18.0,41.0
giveaway,-80.0,-36.0,5v5,0,2,18:57,8477935.0,13,13,4,FLA,PHI,left,2025020363,,,,63,1263,172.7917822120022,77.97472039036468,,80.0,36.0
takeaway,-56.0,-16.0,5v5,0,2,18:55,8477935.0,13,13,4,FLA,PHI,left,2025020363,,,,65,1265,145.8800877433243,83.7031812810156,,56.0,16.0
hit,-93.0,29.0,5v5,0,2,18:38,,13,13,4,FLA,PHI,left,2025020363,,,,82,1282,184.29595763336752,99.05343866217378,,93.0,-29.0
faceoff,20.0,22.0,5v5,0,2,18:15,,13,13,4,FLA,PHI,left,2025020363,,,,105,1305,72.42237223399962,107.68439202655776,,-20.0,-22.0
giveaway,-63.0,41.0,5v5,0,2,17:42,8481546.0,4,13,4,FLA,PHI,left,2025020363,,,,138,1338,48.54894437575342,32.38067770656923,,63.0,-41.0
blocked-shot,-48.0,9.0,5v5,0,2,17:24,8477903.0,4,13,4,FLA,PHI,left,2025020363,,,,156,1356,41.97618372363071,77.61924307119283,0.32244642857142863,48.0,-9.0
hit,83.0,38.0,5v5,0,2,17:14,,13,13,4,FLA,PHI,left,2025020363,,,,166,1366,38.47076812334269,171.0273733851036,,-83.0,-38.0
missed-shot,-45.0,23.0,5v5,0,2,16:47,8478454.0,4,13,4,FLA,PHI,left,2025020363,,,,193,1393,49.64876634922564,62.40270413135627,0.0,45.0,-23.0
shot-on-goal,-44.0,15.0,5v5,0,2,16:22,8482142.0,4,13,4,FLA,PHI,left,2025020363,,,,218,1418,47.43416490252569,71.56505117707799,0.003847222222222222,44.0,-15.0
blocked-shot,-77.0,5.0,5v5,0,2,16:15,8482142.0,4,13,4,FLA,PHI,left,2025020363,,,,225,1425,13.0,67.38013505195957,0.2230025252525253,77.0,-5.0
missed-shot,-53.0,-28.0,5v5,0,2,16:09,8478439.0,4,13,4,FLA,PHI,left,2025020363,,,,231,1431,45.60701700396552,127.87498365109822,0.0,53.0,28.0
faceoff,-69.0,-22.0,5v5,0,2,15:57,,4,13,4,FLA,PHI,left,2025020363,,,,243,1443,29.732137494637012,137.72631099390625,,69.0,22.0
shot-on-goal,78.0,-3.0,5v5,0,2,15:28,8478421.0,13,13,4,FLA,PHI,left,2025020363,,,,272,1472,11.40175425099138,74.74488129694222,0.08785204419763237,-78.0,3.0
missed-shot,87.0,-11.0,5v5,0,2,15:27,8478421.0,13,13,4,FLA,PHI,left,2025020363,,,,273,1473,11.180339887498949,10.304846468766033,0.2,-87.0,11.0
shot-on-goal,-69.0,-6.0,5v5,0,2,14:54,8480015.0,4,13,4,FLA,PHI,left,2025020363,,,,306,1506,20.8806130178211,106.69924423399362,0.0,69.0,6.0
goal,79.0,23.0,5v5,0,2,14:44,,13,13,4,FLA,PHI,left,2025020363,,,,316,1516,25.079872407968907,156.50143432404792,0.018595238095238095,-79.0,-23.0
faceoff,0.0,0.0,5v5,0,2,14:44,,4,13,4,FLA,PHI,left,2025020363,,,,316,1516,89.0,90.0,,-0.0,-0.0
faceoff,-69.0,-22.0,5v5,0,2,14:26,,13,13,4,FLA,PHI,left,2025020363,,,,334,1534,159.52429282087414,82.0730733173104,,69.0,22.0
hit,96.0,-21.0,5v5,0,2,14:06,,13,13,4,FLA,PHI,left,2025020363,,,,354,1554,22.135943621178654,341.565051177078,,-96.0,21.0
blocked-shot,37.0,18.0,5v5,0,2,13:52,8478859.0,13,13,4,FLA,PHI,left,2025020363,,,,368,1568,55.02726596879042,109.09349200048563,0.0,-37.0,-18.0
hit,0.0,38.0,5v5,0,2,13:33,,13,13,4,FLA,PHI,left,2025020363,,,,387,1587,96.77293009927931,113.12084866242472,,-0.0,-38.0
faceoff,69.0,22.0,5v5,0,2,13:29,,4,13,4,FLA,PHI,left,2025020363,,,,391,1591,159.52429282087414,82.0730733173104,,-69.0,-22.0
missed-shot,-32.0,-31.0,5v5,0,2,13:10,8481546.0,4,13,4,FLA,PHI,left,2025020363,,,,410,1610,64.88451279003334,118.53998518795997,0.04,32.0,31.0
giveaway,94.0,3.0,5v5,0,2,12:50,8480003.0,13,13,4,FLA,PHI,left,2025020363,,,,430,1630,5.830951894845301,239.03624346792648,,-94.0,-3.0
hit,97.0,-19.0,5v5,0,2,12:38,,13,13,4,FLA,PHI,left,2025020363,,,,442,1642,20.615528128088304,337.16634582208246,,-97.0,19.0
giveaway,-24.0,32.0,5v5,0,2,12:31,8481553.0,4,13,4,FLA,PHI,left,2025020363,,,,449,1649,72.44998274671983,63.78862198216847,,24.0,-32.0
missed-shot,-83.0,-18.0,5v5,0,2,12:16,8481533.0,4,13,4,FLA,PHI,left,2025020363,,,,464,1664,18.973665961010276,161.565051177078,0.010055555555555555,83.0,18.0
hit,-99.0,16.0,5v5,0,2,12:14,,13,13,4,FLA,PHI,left,2025020363,,,,466,1666,188.67962264113208,94.86451443776053,,99.0,-16.0
missed-shot,-59.0,18.0,5v5,0,2,12:11,8482142.0,4,13,4,FLA,PHI,left,2025020363,,,,469,1669,34.9857113690718,59.03624346792648,0.001,59.0,-18.0
goal,-37.0,-21.0,5v5,0,2,12:03,,4,13,4,FLA,PHI,left,2025020363,,,,477,1677,56.08029957123981,111.99112991717713,0.0,37.0,21.0
faceoff,0.0,0.0,5v5,0,2,12:03,,4,13,4,FLA,PHI,left,2025020363,,,,477,1677,89.0,90.0,,-0.0,-0.0
faceoff,69.0,-22.0,5v5,0,2,11:54,,4,13,4,FLA,PHI,left,2025020363,,,,486,1686,159.52429282087414,97.9269266826896,,-69.0,22.0
blocked-shot,83.0,-12.0,5v5,0,2,11:52,8483433.0,13,13,4,FLA,PHI,left,2025020363,,,,488,1688,13.416407864998739,26.56505117707799,0.16989151126651125,-83.0,12.0
penalty,76.0,3.0,5v5,0,2,11:48,,4,13,4,FLA,PHI,left,2025020363,,,,492,1692,165.0272704737008,88.95837332399003,,-76.0,-3.0
hit,-81.0,-38.0,5v5,0,2,09:03,,13,13,4,FLA,PHI,left,2025020363,,,,657,1857,174.1952927033334,77.39984017391933,,81.0,38.0
goal,-69.0,1.0,5v5,0,2,08:47,,4,13,4,FLA,PHI,left,2025020363,,,,673,1873,20.024984394500787,87.13759477388825,0.0,69.0,-1.0
faceoff,0.0,0.0,5v5,0,2,08:47,,4,13,4,FLA,PHI,left,2025020363,,,,673,1873,89.0,90.0,,-0.0,-0.0
takeaway,-97.0,16.0,5v5,0,2,08:14,8483733.0,4,13,4,FLA,PHI,left,2025020363,,,,706,1906,17.88854381999832,333.434948822922,,97.0,-16.0
missed-shot,29.0,37.0,5v5,0,2,07:58,8478055.0,13,13,4,FLA,PHI,left,2025020363,,,,722,1922,70.49113419430843,121.6607510966366,0.0,-29.0,-37.0
giveaway,76.0,36.0,5v5,0,2,07:49,8482142.0,4,13,4,FLA,PHI,left,2025020363,,,,731,1931,168.88161534045085,77.69198418257209,,-76.0,-36.0
missed-shot,-38.0,20.0,5v5,0,2,07:33,8482126.0,4,13,4,FLA,PHI,left,2025020363,,,,747,1947,54.78138369920935,68.58703052512824,0.0,38.0,-20.0
faceoff,-69.0,22.0,5v5,0,2,07:31,,4,13,4,FLA,PHI,left,2025020363,,,,749,1949,29.732137494637012,42.27368900609374,,69.0,-22.0
hit,-35.0,-39.0,5v5,0,2,07:28,,13,13,4,FLA,PHI,left,2025020363,,,,752,1952,129.98846102635417,72.54079736437279,,35.0,39.0
shot-on-goal,-28.0,26.0,5v5,0,2,07:20,8482142.0,4,13,4,FLA,PHI,left,2025020363,,,,760,1960,66.30987860040162,66.91486632719173,0.01,28.0,-26.0
faceoff,-69.0,22.0,5v5,0,2,07:18,,13,13,4,FLA,PHI,left,2025020363,,,,762,1962,159.52429282087414,97.9269266826896,,69.0,-22.0
giveaway,59.0,-40.0,5v5,0,2,07:05,8482126.0,4,13,4,FLA,PHI,left,2025020363,,,,775,1975,153.3101431738944,105.12400730831057,,-59.0,40.0
hit,-39.0,-38.0,5v5,0,2,06:51,,13,13,4,FLA,PHI,left,2025020363,,,,789,1989,133.52153384379613,73.46516214265485,,39.0,38.0
hit,-56.0,-40.0,5v5,0,2,06:50,,13,13,4,FLA,PHI,left,2025020363,,,,790,1990,150.41608956491322,74.57783868126133,,56.0,40.0
missed-shot,-83.0,6.0,5v5,0,2,06:42,8484387.0,4,13,4,FLA,PHI,left,2025020363,,,,798,1998,8.48528137423857,45.0,0.17353871128871134,83.0,-6.0
hit,16.0,-39.0,5v5,0,2,06:27,,4,13,4,FLA,PHI,left,2025020363,,,,813,2013,112.00892821556681,110.37643521383639,,-16.0,39.0
takeaway,-79.0,-29.0,5v5,0,2,05:57,8478542.0,13,13,4,FLA,PHI,left,2025020363,,,,843,2043,170.48460341039598,80.20617264155243,,79.0,29.0
giveaway,51.0,-2.0,5v5,0,2,05:46,8478439.0,4,13,4,FLA,PHI,left,2025020363,,,,854,2054,140.0142849854971,90.81845546168861,,-51.0,2.0
missed-shot,79.0,-2.0,5v5,0,2,05:43,8478542.0,13,13,4,FLA,PHI,left,2025020363,,,,857,2057,10.198039027185569,78.69006752597979,0.05957103897894375,-79.0,2.0
faceoff,-20.0,22.0,5v5,0,2,05:07,,4,13,4,FLA,PHI,left,2025020363,,,,893,2093,72.42237223399962,72.31560797344225,,20.0,-22.0
hit,-89.0,35.0,5v5,0,2,05:00,,4,13,4,FLA,PHI,left,2025020363,,,,900,2100,35.0,0.0,,89.0,-35.0
giveaway,-47.0,39.0,5v5,0,2,04:55,8473419.0,13,13,4,FLA,PHI,left,2025020363,,,,905,2105,141.4814475470194,106.001022853846,,47.0,-39.0
giveaway,-16.0,-40.0,5v5,0,2,04:46,8482713.0,13,13,4,FLA,PHI,left,2025020363,,,,914,2114,112.36102527122117,69.14554196042165,,16.0,40.0
hit,98.0,-1.0,5v5,0,2,04:37,,13,13,4,FLA,PHI,left,2025020363,,,,923,2123,9.055385138137417,276.3401917459099,,-98.0,1.0
shot-on-goal,52.0,-11.0,5v5,0,2,04:27,8477495.0,13,13,4,FLA,PHI,left,2025020363,,,,933,2133,38.600518131237564,73.44292862436335,0.10554761904761906,-52.0,11.0
missed-shot,88.0,-8.0,5v5,0,2,04:25,8482713.0,13,13,4,FLA,PHI,left,2025020363,,,,935,2135,8.06225774829855,7.125016348901798,0.003333333333333333,-88.0,8.0
blocked-shot,65.0,-30.0,5v5,0,2,03:49,8479316.0,13,13,4,FLA,PHI,left,2025020363,,,,971,2171,38.41874542459709,38.65980825409009,0.010833333333333332,-65.0,30.0
hit,-17.0,-39.0,5v5,0,2,03:40,,4,13,4,FLA,PHI,left,2025020363,,,,980,2180,81.88406438373708,118.44292862436335,,17.0,39.0
takeaway,-14.0,-37.0,5v5,0,2,03:34,8473507.0,13,13,4,FLA,PHI,left,2025020363,,,,986,2186,109.4440496326776,70.24052926478679,,14.0,37.0
giveaway,-59.0,-33.0,5v5,0,2,03:31,8473507.0,13,13,4,FLA,PHI,left,2025020363,,,,989,2189,151.63442880823604,77.43020819232132,,59.0,33.0
hit,-38.0,-39.0,5v5,0,2,03:23,,13,13,4,FLA,PHI,left,2025020363,,,,997,2197,132.85330255586422,72.92897870868092,,38.0,39.0
faceoff,0.0,0.0,5v5,0,2,02:53,,13,13,4,FLA,PHI,left,2025020363,,,,1027,2227,89.0,90.0,,-0.0,-0.0
shot-on-goal,78.0,-4.0,5v5,0,2,02:20,8480003.0,13,13,4,FLA,PHI,left,2025020363,,,,1060,2260,11.704699910719626,70.01689347810003,0.0,-78.0,4.0
hit,83.0,27.0,5v5,0,2,02:17,,13,13,4,FLA,PHI,left,2025020363,,,,1063,2263,27.65863337187866,167.47119229084848,,-83.0,-27.0
blocked-shot,75.0,6.0,5v5,0,2,02:13,8478542.0,13,13,4,FLA,PHI,left,2025020363,,,,1067,2267,15.231546211727817,113.19859051364818,0.0,-75.0,-6.0
blocked-shot,68.0,8.0,5v5,0,2,01:57,8482713.0,13,13,4,FLA,PHI,left,2025020363,,,,1083,2283,22.47220505424423,110.85445803957835,0.14128629009879,-68.0,-8.0
giveaway,-21.0,34.0,5v5,0,2,01:44,8478859.0,13,13,4,FLA,PHI,left,2025020363,,,,1096,2296,115.13470371699404,107.17590361574675,,21.0,-34.0
blocked-shot,49.0,7.0,5v5,0,2,01:16,8478055.0,13,13,4,FLA,PHI,left,2025020363,,,,1124,2324,40.607881008493905,99.92624550665171,0.0,-49.0,-7.0
faceoff,0.0,0.0,5v5,0,3,20:00,,13,13,4,FLA,PHI,right,2025020363,,,,0,2400,89.0,90.0,,0.0,0.0
