event,x,y,game_state,is_net_empty,period,period_time,player_id,team_id,home_id,away_id,home_abb,away_abb,home_team_defending_side,game_id,synthetic,predicted_penalty_duration_seconds,predicted_penalty_end_total_seconds,periodTime_seconds_elapsed,total_time_elapsed_seconds,distance,angle_deg,xgs,x_a,y_a
blocked-shot,68.0,7.0,5v5,0,1,12:07,8477500.0,2,2,4,NYI,PHI,left,2025020381,,,,473,473,22.135943621178654,108.43494882292202,0.04212547718497242,-68.0,-7.0
missed-shot,40.0,0.0,5v5,0,1,11:53,8482476.0,2,2,4,NYI,PHI,left,2025020381,,,,487,487,49.0,90.0,0.004148747502984193,-40.0,-0.0
takeaway,-49.0,2.0,5v5,0,1,11:32,8482159.0,4,2,4,NYI,PHI,left,2025020381,,,,508,508,40.049968789001575,87.13759477388825,,49.0,-2.0
goal,-62.0,6.0,5v5,0,1,11:30,,4,2,4,NYI,PHI,left,2025020381,,,,510,510,27.65863337187866,77.47119229084849,0.05259426438126705,62.0,-6.0
faceoff,0.0,0.0,5v5,0,1,11:30,,4,2,4,NYI,PHI,left,2025020381,,,,510,510,89.0,90.0,,-0.0,-0.0
giveaway,-60.0,24.0,5v5,0,1,11:11,8477950.0,2,2,4,NYI,PHI,left,2025020381,,,,529,529,150.9205088780183,99.15025677801488,,60.0,-24.0
goal,-70.0,-18.0,5v5,0,1,11:08,,4,2,4,NYI,PHI,left,2025020381,,,,532,532,26.1725046566048,133.45184230102205,0.041402190956657085,70.0,18.0
faceoff,0.0,0.0,5v5,0,1,11:08,,2,2,4,NYI,PHI,left,2025020381,,,,532,532,89.0,90.0,,-0.0,-0.0
missed-shot,82.0,-5.0,5v5,0,1,10:45,8475231.0,2,2,4,NYI,PHI,left,2025020381,,,,555,555,8.602325267042627,54.46232220802562,0.13586581934871134,-82.0,5.0
giveaway,0.0,-41.0,5v5,0,1,10:24,8482126.0,4,2,4,NYI,PHI,left,2025020381,,,,576,576,97.98979538707079,114.7343025290525,,-0.0,41.0
hit,-35.0,-40.0,5v5,0,1,10:22,,4,2,4,NYI,PHI,left,2025020381,,,,578,578,67.20119046564577,126.52885536698517,,35.0,40.0
blocked-shot,63.0,24.0,5v5,0,1,10:14,8484262.0,2,2,4,NYI,PHI,left,2025020381,,,,586,586,35.38361202590826,132.70938995736148,0.03628956047009712,-63.0,-24.0
faceoff,-69.0,22.0,5v5,0,1,09:46,,2,2,4,NYI,PHI,left,2025020381,,,,614,614,159.52429282087414,97.9269266826896,,69.0,-22.0
blocked-shot,45.0,-34.0,5v5,0,1,09:00,8477950.0,2,2,4,NYI,PHI,left,2025020381,,,,660,660,55.60575509783138,52.30575953331083,0.012216011980016064,-45.0,34.0
blocked-shot,72.0,3.0,5v5,0,1,08:56,8477500.0,2,2,4,NYI,PHI,left,2025020381,,,,664,664,17.26267650163207,100.00797980144135,0.05103469868295159,-72.0,-3.0
faceoff,69.0,-22.0,5v5,0,1,08:50,,4,2,4,NYI,PHI,left,2025020381,,,,670,670,159.52429282087414,97.9269266826896,,-69.0,22.0
faceoff,69.0,-22.0,5v5,0,1,08:44,,4,2,4,NYI,PHI,left,2025020381,,,,676,676,159.52429282087414,97.9269266826896,,-69.0,22.0
blocked-shot,85.0,-6.0,5v5,0,1,08:24,8478445.0,2,2,4,NYI,PHI,left,2025020381,,,,696,696,7.211102550927978,33.690067525979785,0.108785918232513,-85.0,6.0
giveaway,-88.0,34.0,5v5,0,1,07:43,8475231.0,2,2,4,NYI,PHI,left,2025020381,,,,737,737,180.23595645708434,100.87352039525506,,88.0,-34.0
faceoff,69.0,-22.0,5v5,0,1,06:59,,4,2,4,NYI,PHI,left,2025020381,,,,781,781,159.52429282087414,97.9269266826896,,-69.0,22.0
shot-on-goal,87.0,6.0,5v5,0,1,06:52,8484221.0,2,2,4,NYI,PHI,left,2025020381,,,,788,788,6.324555320336759,161.565051177078,0.07970130413588919,-87.0,-6.0
missed-shot,73.0,1.0,5v5,0,1,06:42,8485366.0,2,2,4,NYI,PHI,left,2025020381,,,,798,798,16.0312195418814,93.57633437499736,0.06734902398547953,-73.0,-1.0
takeaway,75.0,11.0,5v5,0,1,06:16,8481601.0,2,2,4,NYI,PHI,left,2025020381,,,,824,824,17.804493814764857,128.15722658736905,,-75.0,-11.0
missed-shot,79.0,1.0,5v5,0,1,06:07,8481601.0,2,2,4,NYI,PHI,left,2025020381,,,,833,833,10.04987562112089,95.71059313749964,0.14015494924858207,-79.0,-1.0
faceoff,69.0,-22.0,5v5,0,1,06:04,,2,2,4,NYI,PHI,left,2025020381,,,,836,836,29.732137494637012,42.27368900609374,,-69.0,22.0
blocked-shot,55.0,-20.0,5v5,0,1,06:01,8477950.0,2,2,4,NYI,PHI,left,2025020381,,,,839,839,39.44616584663204,59.53445508054013,0.039929829928637674,-55.0,20.0
faceoff,-20.0,-22.0,5v5,0,1,05:38,,2,2,4,NYI,PHI,left,2025020381,,,,862,862,111.19802156513397,78.58901687323461,,20.0,22.0
shot-on-goal,70.0,1.0,5v5,0,1,05:16,8477494.0,2,2,4,NYI,PHI,left,2025020381,,,,884,884,19.026297590440446,93.01278750418334,0.08041439979130625,-70.0,-1.0
faceoff,69.0,-22.0,5v5,0,1,05:12,,4,2,4,NYI,PHI,left,2025020381,,,,888,888,159.52429282087414,97.9269266826896,,-69.0,22.0
hit,-96.0,24.0,5v5,0,1,04:57,,4,2,4,NYI,PHI,left,2025020381,,,,903,903,25.0,343.73979529168804,,96.0,-24.0
faceoff,-69.0,22.0,5v5,0,1,04:52,,2,2,4,NYI,PHI,left,2025020381,,,,908,908,159.52429282087414,97.9269266826896,,69.0,-22.0
blocked-shot,63.0,18.0,5v5,0,1,04:28,8485366.0,2,2,4,NYI,PHI,left,2025020381,,,,932,932,31.622776601683793,124.69515353123397,0.048387631469715364,-63.0,-18.0
giveaway,10.0,-37.0,5v5,0,1,04:08,8475151.0,2,2,4,NYI,PHI,left,2025020381,,,,952,952,87.23531395025755,64.90374953730785,,-10.0,37.0
blocked-shot,-56.0,-13.0,5v5,0,1,04:03,8480015.0,4,2,4,NYI,PHI,left,2025020381,,,,957,957,35.4682957019364,111.5014343240479,0.04147766278323624,56.0,13.0
hit,-27.0,37.0,5v5,0,1,03:54,,4,2,4,NYI,PHI,left,2025020381,,,,966,966,72.20110802473879,59.17233770013197,,27.0,-37.0
takeaway,-34.0,-40.0,5v5,0,1,03:48,8475151.0,2,2,4,NYI,PHI,left,2025020381,,,,972,972,129.34063553268942,71.98530608179476,,34.0,40.0
hit,-73.0,-8.0,5v5,0,1,03:24,,4,2,4,NYI,PHI,left,2025020381,,,,996,996,17.88854381999832,116.56505117707799,,73.0,8.0
hit,32.0,-40.0,5v5,0,1,03:23,,4,2,4,NYI,PHI,left,2025020381,,,,997,997,127.4401820463232,108.29277596456505,,-32.0,40.0
giveaway,95.0,-23.0,5v5,0,1,03:18,8478454.0,4,2,4,NYI,PHI,left,2025020381,,,,1002,1002,185.43192821086663,97.1250163489018,,-95.0,23.0
blocked-shot,-78.0,6.0,5v5,0,1,02:58,8482142.0,4,2,4,NYI,PHI,left,2025020381,,,,1022,1022,12.529964086141668,61.38954033403479,0.06744162376701882,78.0,-6.0
penalty,-50.0,0.0,5v5,0,1,02:50,,4,2,4,NYI,PHI,left,2025020381,,,,1030,1030,39.0,90.0,,50.0,-0.0
faceoff,69.0,22.0,5v4,0,1,02:50,,2,2,4,NYI,PHI,left,2025020381,,,,1030,1030,29.732137494637012,137.72631099390625,,-69.0,-22.0
shot-on-goal,68.0,-9.0,5v4,0,1,02:39,8477500.0,2,2,4,NYI,PHI,left,2025020381,,,,1041,1041,22.847319317591726,66.80140948635182,0.12135510621547434,-68.0,9.0
missed-shot,52.0,26.0,5v4,0,1,01:45,8478445.0,2,2,4,NYI,PHI,left,2025020381,,,,1095,1095,45.221676218380054,125.09581678702612,0.20468828085183818,-52.0,-26.0
missed-shot,56.0,-5.0,5v4,0,1,01:38,8477494.0,2,2,4,NYI,PHI,left,2025020381,,,,1102,1102,33.37663853655727,81.3843518158359,0.03407287520763451,-56.0,5.0
blocked-shot,69.0,16.0,5v4,0,1,00:52,8482476.0,2,2,4,NYI,PHI,left,2025020381,,,,1148,1148,25.612496949731394,128.6598082540901,0.05319615106598521,-69.0,-16.0
giveaway,77.0,24.0,5v4,0,1,00:50,8482476.0,2,2,4,NYI,PHI,left,2025020381,,,,1150,1150,26.832815729997478,153.434948822922,,-77.0,-24.0
hit,-57.0,-40.0,5v5,0,1,00:45,,2,2,4,NYI,PHI,left,2025020381,,,,1155,1155,151.38031576133008,74.67848992513521,,57.0,40.0
hit,88.0,-34.0,5v5,0,1,00:31,,2,2,4,NYI,PHI,left,2025020381,,,,1169,1169,34.0147027033899,1.6846843178962914,,-88.0,34.0
hit,16.0,-40.0,5v5,0,1,00:27,,2,2,4,NYI,PHI,left,2025020381,,,,1173,1173,83.24061508662703,61.27967320213052,,-16.0,40.0
missed-shot,-74.0,2.0,5v5,0,1,00:13,8484387.0,4,2,4,NYI,PHI,left,2025020381,,,,1187,1187,15.132745950421556,82.40535663140857,0.07502931640108622,74.0,-2.0
faceoff,-69.0,22.0,5v5,0,1,00:12,,4,2,4,NYI,PHI,left,2025020381,,,,1188,1188,29.732137494637012,42.27368900609374,,69.0,-22.0
blocked-shot,-49.0,23.0,5v5,0,1,00:08,8484387.0,4,2,4,NYI,PHI,left,2025020381,,,,1192,1192,46.14108798023731,60.10109816138544,0.005943353786100951,49.0,-23.0
penalty,-31.0,38.0,5v5,0,1,00:04,,2,2,4,NYI,PHI,left,2025020381,,,,1196,1196,125.8729518204765,107.57125877832243,,31.0,-38.0
faceoff,-69.0,-22.0,5v4,0,1,00:04,,4,2,4,NYI,PHI,left,2025020381,,,,1196,1196,29.732137494637012,137.72631099390625,,69.0,22.0
missed-shot,-54.0,10.0,5v4,0,1,00:02,8481533.0,4,2,4,NYI,PHI,left,2025020381,,,,1198,1198,36.40054944640259,74.05460409907715,0.06085968658223488,54.0,-10.0
faceoff,0.0,0.0,5v4,0,2,20:00,,4,2,4,NYI,PHI,right,2025020381,,,,0,1200,89.0,90.0,,0.0,0.0
takeaway,21.0,29.0,4v5,0,2,19:52,8475151.0,2,2,4,NYI,PHI,right,2025020381,,,,8,1208,113.75851616472501,75.23080146970837,,21.0,29.0
shot-on-goal,63.0,-10.0,5v4,0,2,19:01,8482126.0,4,2,4,NYI,PHI,right,2025020381,,,,59,1259,27.85677655436824,68.96248897457819,0.05538561038085975,63.0,-10.0
missed-shot,78.0,-3.0,5v4,0,2,19:00,8481553.0,4,2,4,NYI,PHI,right,2025020381,,,,60,1260,11.40175425099138,74.74488129694222,0.09600976098137522,78.0,-3.0
missed-shot,78.0,-21.0,5v4,0,2,18:54,8484387.0,4,2,4,NYI,PHI,right,2025020381,,,,66,1266,23.706539182259394,27.64597536373868,0.08725591628628783,78.0,-21.0
giveaway,85.0,27.0,4v5,0,2,18:51,8481601.0,2,2,4,NYI,PHI,right,2025020381,,,,69,1269,176.08236708995025,81.17962044797895,,85.0,27.0
shot-on-goal,63.0,22.0,5v4,0,2,18:38,8480015.0,4,2,4,NYI,PHI,right,2025020381,,,,82,1282,34.058772731852805,130.2363583092738,0.07428584125119556,63.0,22.0
shot-on-goal,32.0,0.0,5v4,0,2,18:33,8477948.0,4,2,4,NYI,PHI,right,2025020381,,,,87,1287,57.0,90.0,0.04062879139391337,32.0,0.0
shot-on-goal,82.0,-20.0,4v5,0,2,18:31,8482476.0,2,2,4,NYI,PHI,right,2025020381,,,,89,1289,172.16561793807728,96.67095267425387,0.0,82.0,-20.0
shot-on-goal,78.0,-4.0,5v4,0,2,18:12,8482126.0,4,2,4,NYI,PHI,right,2025020381,,,,108,1308,11.704699910719626,70.01689347810003,0.09676053540420719,78.0,-4.0
goal,66.0,26.0,5v4,0,2,18:05,,4,2,4,NYI,PHI,right,2025020381,,,,115,1315,34.713109915419565,138.50353164478446,0.018371479386740497,66.0,26.0
faceoff,0.0,0.0,5v5,0,2,18:05,,4,2,4,NYI,PHI,right,2025020381,,,,115,1315,89.0,90.0,,0.0,0.0
hit,91.0,-32.0,5v5,0,2,17:47,,4,2,4,NYI,PHI,right,2025020381,,,,133,1333,32.0624390837628,356.4236656250026,,91.0,-32.0
giveaway,17.0,-38.0,5v5,0,2,17:34,8483733.0,4,2,4,NYI,PHI,right,2025020381,,,,146,1346,81.41252974819048,62.17590361574674,,17.0,-38.0
missed-shot,-54.0,-19.0,5v5,0,2,17:22,8484262.0,2,2,4,NYI,PHI,right,2025020381,,,,158,1358,39.824615503479755,118.49563861824498,0.03397654609268263,-54.0,-19.0
hit,-31.0,-40.0,5v5,0,2,16:54,,4,2,4,NYI,PHI,right,2025020381,,,,186,1386,126.49110640673517,71.56505117707799,,-31.0,-40.0
giveaway,-34.0,-39.0,5v5,0,2,16:53,8485366.0,2,2,4,NYI,PHI,right,2025020381,,,,187,1387,67.42403132415029,125.34010692155768,,-34.0,-39.0
giveaway,-74.0,-40.0,5v5,0,2,16:52,8478454.0,4,2,4,NYI,PHI,right,2025020381,,,,188,1388,167.83622970026465,76.21214708367323,,-74.0,-40.0
giveaway,97.0,0.0,5v5,0,2,16:10,8481533.0,4,2,4,NYI,PHI,right,2025020381,,,,230,1430,8.0,270.0,,97.0,0.0
takeaway,25.0,-37.0,5v5,0,2,15:59,8476917.0,2,2,4,NYI,PHI,right,2025020381,,,,241,1441,119.85407794480753,107.98142969696404,,25.0,-37.0
hit,-51.0,-7.0,5v5,0,2,15:54,,4,2,4,NYI,PHI,right,2025020381,,,,246,1446,140.1748907615055,87.13759477388825,,-51.0,-7.0
missed-shot,79.0,4.0,5v5,0,2,15:38,8481533.0,4,2,4,NYI,PHI,right,2025020381,,,,262,1462,10.770329614269007,111.80140948635182,0.11607405174933935,79.0,4.0
shot-on-goal,77.0,8.0,5v5,0,2,15:12,8480220.0,4,2,4,NYI,PHI,right,2025020381,,,,288,1488,14.422205101855956,123.69006752597979,0.06783416099551194,77.0,8.0
faceoff,69.0,22.0,5v5,0,2,14:50,,2,2,4,NYI,PHI,right,2025020381,,,,310,1510,159.52429282087414,82.0730733173104,,69.0,22.0
hit,-93.0,-29.0,5v5,0,2,14:38,,2,2,4,NYI,PHI,right,2025020381,,,,322,1522,29.274562336608895,187.8533133019782,,-93.0,-29.0
takeaway,-55.0,25.0,5v5,0,2,14:23,8475151.0,2,2,4,NYI,PHI,right,2025020381,,,,337,1537,42.20189569201838,53.67317404787977,,-55.0,25.0
goal,-54.0,0.0,5v5,0,2,14:18,,2,2,4,NYI,PHI,right,2025020381,,,,342,1542,35.0,90.0,0.04717552025211472,-54.0,0.0
faceoff,0.0,0.0,5v5,0,2,14:18,,4,2,4,NYI,PHI,right,2025020381,,,,342,1542,89.0,90.0,,0.0,0.0
missed-shot,71.0,2.0,5v5,0,2,13:58,8484387.0,4,2,4,NYI,PHI,right,2025020381,,,,362,1562,18.110770276274835,96.3401917459099,0.0798897889479019,71.0,2.0
blocked-shot,80.0,2.0,5v5,0,2,13:45,8477948.0,4,2,4,NYI,PHI,right,2025020381,,,,375,1575,9.219544457292887,102.52880770915151,0.12822410355661126,80.0,2.0
faceoff,69.0,-22.0,5v5,0,2,13:28,,4,2,4,NYI,PHI,right,2025020381,,,,392,1592,29.732137494637012,42.27368900609374,,69.0,-22.0
missed-shot,31.0,-25.0,5v5,0,2,13:25,8481533.0,4,2,4,NYI,PHI,right,2025020381,,,,395,1595,63.15853069855251,66.68229161324494,0.011756218303512936,31.0,-25.0
hit,70.0,-40.0,5v5,0,2,13:14,,4,2,4,NYI,PHI,right,2025020381,,,,406,1606,44.28317965096906,25.407718108948472,,70.0,-40.0
shot-on-goal,-68.0,-8.0,5v5,0,2,13:03,8482476.0,2,2,4,NYI,PHI,right,2025020381,,,,417,1617,22.47220505424423,110.85445803957835,0.03353759278019078,-68.0,-8.0
shot-on-goal,-72.0,15.0,5v5,0,2,12:58,8485702.0,2,2,4,NYI,PHI,right,2025020381,,,,422,1622,22.67156809750927,48.57633437499735,0.06114507607839916,-72.0,15.0
shot-on-goal,-84.0,12.0,5v5,0,2,12:53,8477500.0,2,2,4,NYI,PHI,right,2025020381,,,,427,1627,13.0,22.619864948040426,0.04864046847491121,-84.0,12.0
faceoff,-69.0,-22.0,5v5,0,2,12:29,,2,2,4,NYI,PHI,right,2025020381,,,,451,1651,29.732137494637012,137.72631099390625,,-69.0,-22.0
giveaway,-82.0,-10.0,5v5,0,2,12:22,8475231.0,2,2,4,NYI,PHI,right,2025020381,,,,458,1658,12.206555615733702,145.00797980144134,,-82.0,-10.0
shot-on-goal,-22.0,21.0,5v5,0,2,12:19,8480220.0,4,2,4,NYI,PHI,right,2025020381,,,,461,1661,112.96902230257638,100.71312302279104,0.0,-22.0,21.0
faceoff,69.0,22.0,5v5,0,2,12:14,,2,2,4,NYI,PHI,right,2025020381,,,,466,1666,159.52429282087414,82.0730733173104,,69.0,22.0
goal,-63.0,-20.0,5v5,0,2,11:49,,2,2,4,NYI,PHI,right,2025020381,,,,491,1691,32.802438933713454,127.56859202882748,0.03301957022431865,-63.0,-20.0
faceoff,0.0,0.0,5v5,0,2,11:49,,2,2,4,NYI,PHI,right,2025020381,,,,491,1691,89.0,90.0,,0.0,0.0
hit,-98.0,2.0,5v5,0,2,11:42,,2,2,4,NYI,PHI,right,2025020381,,,,498,1698,9.219544457292887,282.5288077091515,,-98.0,2.0
shot-on-goal,-70.0,32.0,5v5,0,2,11:19,8476429.0,2,2,4,NYI,PHI,right,2025020381,,,,521,1721,37.21558813185679,30.699722550814414,0.0075473915365132545,-70.0,32.0
takeaway,64.0,-33.0,5v5,0,2,11:11,8481553.0,4,2,4,NYI,PHI,right,2025020381,,,,529,1729,41.400483088968905,37.14668669802178,,64.0,-33.0
shot-on-goal,82.0,-5.0,5v5,0,2,11:07,8481553.0,4,2,4,NYI,PHI,right,2025020381,,,,533,1733,8.602325267042627,54.46232220802562,0.13586581934871134,82.0,-5.0
shot-on-goal,83.0,-7.0,5v5,0,2,11:06,8484387.0,4,2,4,NYI,PHI,right,2025020381,,,,534,1734,9.219544457292887,40.60129464500447,0.09101971117075941,83.0,-7.0
shot-on-goal,-82.0,-13.0,5v5,0,2,10:41,8485702.0,2,2,4,NYI,PHI,right,2025020381,,,,559,1759,14.7648230602334,151.69924423399362,0.028927420803150063,-82.0,-13.0
hit,-98.0,16.0,5v5,0,2,10:38,,4,2,4,NYI,PHI,right,2025020381,,,,562,1762,187.6832437912346,94.89040205805385,,-98.0,16.0
giveaway,-96.0,-8.0,5v5,0,2,10:37,8477500.0,2,2,4,NYI,PHI,right,2025020381,,,,563,1763,10.63014581273465,221.18592516570965,,-96.0,-8.0
blocked-shot,69.0,-3.0,5v5,0,2,10:24,8482126.0,4,2,4,NYI,PHI,right,2025020381,,,,576,1776,20.223748416156685,81.46923439005187,0.06609789181572555,69.0,-3.0
blocked-shot,-68.0,3.0,5v5,0,2,10:09,8482476.0,2,2,4,NYI,PHI,right,2025020381,,,,591,1791,21.213203435596427,81.86989764584403,0.056445381923769716,-68.0,3.0
blocked-shot,-67.0,-19.0,5v5,0,2,09:40,8475314.0,2,2,4,NYI,PHI,right,2025020381,,,,620,1820,29.068883707497267,130.8150838748816,0.027401403335086973,-67.0,-19.0
hit,97.0,22.0,5v5,0,2,09:27,,4,2,4,NYI,PHI,right,2025020381,,,,633,1833,23.40939982143925,199.98310652189997,,97.0,22.0
hit,56.0,38.0,5v5,0,2,09:18,,2,2,4,NYI,PHI,right,2025020381,,,,642,1842,149.8966310495336,75.31480296287847,,56.0,38.0
shot-on-goal,-27.0,41.0,5v5,0,2,08:30,8476429.0,2,2,4,NYI,PHI,right,2025020381,,,,690,1890,74.33034373659252,56.52372170389733,0.0,-27.0,41.0
shot-on-goal,88.0,-26.0,5v5,0,2,08:19,8479022.0,4,2,4,NYI,PHI,right,2025020381,,,,701,1901,26.019223662515376,2.2025981617658053,0.04585302560854328,88.0,-26.0
hit,-98.0,15.0,5v5,0,2,07:51,,2,2,4,NYI,PHI,right,2025020381,,,,729,1929,17.4928556845359,329.03624346792645,,-98.0,15.0
missed-shot,-73.0,14.0,5v5,0,2,07:25,8485702.0,2,2,4,NYI,PHI,right,2025020381,,,,755,1955,21.2602916254693,48.81407483429036,0.032159814137630624,-73.0,14.0
missed-shot,-76.0,5.0,5v5,0,2,07:24,8481601.0,2,2,4,NYI,PHI,right,2025020381,,,,756,1956,13.92838827718412,68.96248897457819,0.05589956266471323,-76.0,5.0
faceoff,-69.0,22.0,5v5,0,2,07:22,,4,2,4,NYI,PHI,right,2025020381,,,,758,1958,159.52429282087414,97.9269266826896,,-69.0,22.0
giveaway,90.0,-27.0,5v5,0,2,07:12,8477950.0,2,2,4,NYI,PHI,right,2025020381,,,,768,1968,181.02486017119307,98.57771652501653,,90.0,-27.0
giveaway,35.0,41.0,5v5,0,2,07:10,8481546.0,4,2,4,NYI,PHI,right,2025020381,,,,770,1970,67.80117993073571,127.20792192178156,,35.0,41.0
hit,97.0,19.0,5v5,0,2,07:09,,4,2,4,NYI,PHI,right,2025020381,,,,771,1971,20.615528128088304,202.83365417791754,,97.0,19.0
faceoff,69.0,22.0,5v5,0,2,06:25,,2,2,4,NYI,PHI,right,2025020381,,,,815,2015,159.52429282087414,82.0730733173104,,69.0,22.0
giveaway,-64.0,38.0,5v5,0,2,06:14,8476461.0,4,2,4,NYI,PHI,right,2025020381,,,,826,2026,157.64834283937145,103.9480961843736,,-64.0,38.0
shot-on-goal,-75.0,34.0,5v5,0,2,06:06,8476372.0,4,2,4,NYI,PHI,right,2025020381,,,,834,2034,167.4873129523547,101.71247231108751,0.0,-75.0,34.0
giveaway,-10.0,10.0,5v5,0,2,05:54,8477506.0,2,2,4,NYI,PHI,right,2025020381,,,,846,2046,79.63039620647382,82.78573796079324,,-10.0,10.0
giveaway,-88.0,-34.0,5v5,0,2,05:01,8477494.0,2,2,4,NYI,PHI,right,2025020381,,,,899,2099,34.0147027033899,178.31531568210372,,-88.0,-34.0
giveaway,99.0,0.0,5v5,0,2,04:20,8479496.0,2,2,4,NYI,PHI,right,2025020381,,,,940,2140,188.0,90.0,,99.0,0.0
blocked-shot,48.0,22.0,5v5,0,2,04:13,8481546.0,4,2,4,NYI,PHI,right,2025020381,,,,947,2147,46.52956049652737,118.21735585472932,0.021741891786194123,48.0,22.0
penalty,32.0,-13.0,5v5,0,2,04:07,,2,2,4,NYI,PHI,right,2025020381,,,,953,2153,121.69634341261039,96.13222249767931,,32.0,-13.0
faceoff,69.0,22.0,5v4,0,2,04:07,,4,2,4,NYI,PHI,right,2025020381,,,,953,2153,29.732137494637012,137.72631099390625,,69.0,22.0
blocked-shot,54.0,-10.0,5v4,0,2,04:01,8477948.0,4,2,4,NYI,PHI,right,2025020381,,,,959,2159,36.40054944640259,74.05460409907715,0.06085968658223488,54.0,-10.0
