player_id,name,team,xg_for,xg_against,toi_sec,xg_for_60,xg_against_60,rel_off_60,rel_def_60,map_path,games_played
8481161,Jake Christiansen #2,CBJ,8.310693687499409,7.187769387608987,11620.0,2.5747415899309702,2.2268476588117343,,,,18
8479371,Dante Fabbro #15,CBJ,16.468960170131588,17.649384564503514,21256.0,2.789248052901473,2.9891693842779756,,,,24
8475790,Erik Gudbranson #44,CBJ,1.5309453024096253,1.5839886034994348,3030.0,1.8189449137540104,1.8819666576230907,,,,4
8476432,Boone Jenner #38,CBJ,12.217405762612684,12.22037915358878,13099.0,3.357711332575438,3.358528510032797,,,,17
8482705,Cole Sillinger #4,CBJ,17.2869661929068,12.98213315779237,20885.0,2.9797978594428765,2.2377629575318427,,,,25
8483485,Denton Mateychuk #5,CBJ,19.279180676360408,18.426469360930547,25747.0,2.6956558214509445,2.5764279216743686,,,,25
8478500,Ivan Provorov #9,CBJ,22.267855198724355,21.481080478985405,30735.0,2.6082407260584897,2.5160855612281585,,,,26
8480806,Isac Lundeström #21,CBJ,9.49385154301926,10.924995092769256,15197.0,2.2489876656490972,2.588009629135311,,,,23
8482982,Jet Greaves #73,CBJ,10.014289812852558,8.42407641920852,11323.0,3.1839126844713603,2.6783251001634434,,,,4
8482475,Yegor Chinakhov #59,CBJ,7.5638466924165595,7.816317723279391,12046.0,2.260488800655787,2.3359408769554877,,,,20
8481716,Dmitri Voronkov #10,CBJ,16.258602755471298,15.233324917272935,19900.0,2.941254769834004,2.755777371968973,,,,26
8479671,Mathieu Olivier #24,CBJ,13.394683778474592,11.509855580642132,18236.0,2.644267471074168,2.272180307650344,,,,24
8478007,Elvis Merzlikins #90,CBJ,8.851553265460835,8.396789630312966,12721.0,2.504959653773996,2.376263082236198,,,,4
8477497,Sean Monahan #23,CBJ,17.11263988477416,16.368566562000588,19619.0,3.140093969375961,3.003559795259805,,,,25
8476867,Brendan Gaunce #16,CBJ,1.3630755839717736,0.7946097261206746,2389.0,2.054027669442606,1.1974026848197692,,,,4
8484166,Adam Fantilli #19,CBJ,18.767400570401648,17.904720559685025,22892.0,2.951364758581423,2.8156995463422194,,,,26
8479944,Zachary Aston-Reese #27,CBJ,5.381034031940821,5.2489015856126375,8868.0,2.184452245713459,2.1308125516695418,,,,16
8475745,Charlie Coyle #3,CBJ,15.519068145558508,11.84447493592108,19243.0,2.9033230433929544,2.21587641060728,,,,25
8482660,Kent Johnson #91,CBJ,12.139373020795079,10.32211774574763,16663.0,2.6226815624354725,2.2300680480520594,,,,24
8483432,Luca Del Bel Belluz #65,CBJ,1.8152093075071831,2.667500878136493,4016.0,1.6271796581239688,2.3911860461382903,,,,7
8474090,Brendan Smith #7,CBJ,1.1654629013143083,1.2572930194569745,1489.0,2.8177746438760978,3.0397950772633364,,,,2
8478062,Dysin Mayo #37,CBJ,0.3944349906147039,0.2545730578999395,449.0,3.1625077198506326,2.041120286057421,,,,1
8477425,Miles Wood #11,CBJ,11.87255354123849,11.679119158506968,14234.0,3.0027534599169994,2.9538308957865027,,,,20
8484214,Luca Pinelli #53,CBJ,1.5871691660685292,1.352132425366234,1741.0,3.2819121182347533,2.79590851885034,,,,2
8476923,Damon Severson #78,CBJ,21.669194280860037,18.561911813616483,26514.0,2.9421852384059792,2.520286736404139,,,,25
8478460,Zach Werenski #8,CBJ,26.763438292693824,22.909012512883486,30270.0,3.1829659020052117,2.724560457429156,,,,25
8480893,Kirill Marchenko #86,CBJ,16.615490141913277,16.509664954740032,19787.0,3.022982994435124,3.003729410070456,,,,23
