player_id,name,team,xg_for,xg_against,toi_sec,xg_for_60,xg_against_60,rel_off_60,rel_def_60,map_path,games_played
8482178,Ian Moore #74,ANA,9.160970112904685,9.874725640247178,12225.0,2.6977089903032203,2.9078946670666537,,,,16
8473986,Alex Killorn #17,ANA,12.920243696375573,14.30467976571615,17926.0,2.594715904660943,2.8727461316846004,,,,25
8475798,Mikael Granlund #64,ANA,4.985516680685537,6.297465911849344,6707.0,2.675989272471736,3.3801814943577813,,,,10
8478873,Troy Terry #19,ANA,16.77522236038148,16.311386196373036,19653.0,3.0728540425061484,2.9878893963742397,,,,26
8483482,Tristan Luneau #67,ANA,0.7643148554637741,0.3978571716535193,1123.0,2.450163383499187,1.2754103454609702,,,,1
8481563,Drew Helleson #14,ANA,17.162133711037498,21.034194412055548,25000.0,2.4713472543894,3.0289239953359988,,,,26
8484762,Beckett Sennecke #45,ANA,18.820647179849026,19.277260234592106,21274.0,3.1848420535609896,3.262110409162902,,,,26
8478366,Frank Vatrano #77,ANA,8.584130639000099,14.500034935366518,16101.0,1.919313725880402,3.2420424673821167,,,,25
8483490,Pavel Mintyukov #98,ANA,13.69706962949109,17.271148598325365,19198.0,2.5684681042904427,3.2386777244489693,,,,23
8476458,Ryan Strome #16,ANA,3.3517696847699803,3.997090928371559,5470.0,2.205917891256294,2.6306265707747007,,,,8
8482731,Tyson Hinds #60,ANA,0.3730047609877145,0.6555100687234114,897.0,1.4970090741981854,2.6308096403615178,,,,1
8484396,Yegor Sidorov #57,ANA,0.23698404801897555,0.38963082924787296,632.0,1.3499091342853038,2.219416115968897,,,,1
8475184,Chris Kreider #20,ANA,13.90547854606734,11.6844565414292,14688.0,3.408205525996897,2.8638373876051957,,,,20
8484153,Leo Carlsson #91,ANA,17.35795504320265,15.391085339966256,20625.0,3.0297521529953717,2.686443986612292,,,,26
8482745,Mason McTavish #23,ANA,17.63521256489387,19.02138230971383,20176.0,3.146647761380746,3.393981776118645,,,,25
8480068,Ryan Poehling #25,ANA,6.532393524366798,8.09718296498856,9950.0,2.3634790640925094,2.9296340375838006,,,,16
8481605,Jackson LaCombe #2,ANA,18.89019433801338,18.90677914105325,24910.0,2.7300160424266626,2.7324128826893497,,,,25
8482118,Sam Colangelo #12,ANA,2.122034483062794,2.6103255385286133,4255.0,1.795375825858063,2.208501043173445,,,,7
8475462,Radko Gudas #7,ANA,10.433276552748818,10.574562839256572,12059.0,3.1146691757107345,3.1568476839973183,,,,14
8480843,Lukas Dostal #1,ANA,9.772917896763897,9.096853311573703,12027.0,2.9252934587469883,2.7229294023168977,,,,4
8475852,Petr Mrazek #34,ANA,10.72017678917266,11.506763068827155,11627.0,3.3192256335272705,3.5627717423047867,,,,4
8476885,Jacob Trouba #65,ANA,19.922813776416103,22.4199026098622,26467.0,2.709870011527486,3.049520134337247,,,,25
8477527,Ross Johnston #44,ANA,6.491717961966684,7.698165789469725,10600.0,2.2047344021773645,2.614471400197265,,,,19
8478424,Jansen Harkins #24,ANA,3.4701984810416424,4.871544704577257,5924.0,2.108830947290667,2.9604255463332416,,,,11
8481754,Nikita Nesterenko #13,ANA,9.697094398095352,13.025151067706906,13674.0,2.552986677866262,3.4291753578868556,,,,21
8482803,Olen Zellweger #51,ANA,20.24468532443527,21.35923796858845,25044.0,2.910112888035736,3.0703264928493215,,,,26
8483445,Cutter Gauthier #61,ANA,19.50978194218854,17.46174308068323,21355.0,3.2889353777512875,2.943679470403167,,,,26
8484859,Stian Solberg #50,ANA,0.5591180777515864,0.3570602728076823,822.0,2.4486923113208166,1.5637676181358349,,,,1
